"Estado","% Ocupación"
"Puebla","56.28"
"Aguascalientes","51.14"
"Colima","48.24"
"Nuevo León","48.09"
"Hidalgo","46.08"
"Nayarit","42.33"
"Ciudad de México","39.74"
"Querétaro","38.20"
"Sonora","37.65"
"Jalisco","37.58"
"Durango","37.01"
"México","36.86"
"Morelos","36.86"
"Veracruz de Ignacio de La Llave","36.07"
"Coahuila de Zaragoza","34.00"
"Oaxaca","33.81"
"Sinaloa","32.97"
"Tamaulipas","32.87"
"Guanajuato","32.19"
"Chihuahua","31.67"
"Baja California Sur","31.20"
"San Luis Potosí","30.59"
"Guerrero","27.39"
"Zacatecas","25.64"
"Baja California","25.58"
"Tlaxcala","23.01"
"Michoacán de Ocampo","22.95"
"Tabasco","20.70"
"Quintana Roo","11.24"
"Yucatán","9.51"
"Chiapas","6.98"
"Campeche","5.02"
