"Estado","% Ocupación"
"Querétaro","32.75"
"Aguascalientes","30.00"
"Sinaloa","26.89"
"Baja California Sur","24.52"
"Nuevo León","21.24"
"Chihuahua","17.54"
"Nayarit","17.14"
"Durango","16.66"
"Hidalgo","12.19"
"Veracruz de Ignacio de La Llave","11.48"
"Tamaulipas","10.18"
"Oaxaca","9.80"
"Zacatecas","9.52"
"Coahuila de Zaragoza","9.27"
"Ciudad de México","7.40"
"Guerrero","7.31"
"Quintana Roo","7.14"
"Jalisco","5.37"
"Sonora","4.90"
"Tlaxcala","4.54"
"Colima","3.84"
"Guanajuato","3.82"
"México","3.52"
"Tabasco","3.33"
"Puebla","2.86"
"Baja California","2.38"
"San Luis Potosí","2.15"
"Michoacán de Ocampo","2.08"
"Yucatán","2.01"
"Morelos","1.82"
"Campeche","0.37"
"Chiapas","0.00"
