"Estado","% Ocupación"
"Tlaxcala","9.52"
"Oaxaca","5.26"
"Jalisco","3.64"
"Aguascalientes","3.63"
"Yucatán","2.45"
"Ciudad de México","1.39"
"Sonora","1.23"
"San Luis Potosí","0.93"
"Chihuahua","0.76"
"Veracruz de Ignacio de La Llave","0.70"
"Michoacán de Ocampo","0.68"
"Nuevo León","0.57"
"Puebla","0.48"
"Guanajuato","0.45"
"México","0.38"
"Baja California Sur","0.00"
"Baja California","0.00"
"Guerrero","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Querétaro","0.00"
"Coahuila de Zaragoza","0.00"
"Tabasco","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Sinaloa","0.00"
"Durango","0.00"
"Colima","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Quintana Roo","0.00"
"Campeche","0.00"
