"Estado","% Ocupación"
"Chihuahua","63.55"
"Baja California","50.17"
"Aguascalientes","40.84"
"Sonora","40.54"
"Durango","39.56"
"Coahuila de Zaragoza","39.10"
"Nuevo León","24.80"
"Guanajuato","23.76"
"Puebla","22.37"
"Sinaloa","19.90"
"San Luis Potosí","19.40"
"Oaxaca","16.48"
"Jalisco","15.18"
"Querétaro","14.28"
"Ciudad de México","14.17"
"México","13.61"
"Hidalgo","13.23"
"Tamaulipas","13.12"
"Nayarit","10.52"
"Michoacán de Ocampo","10.32"
"Guerrero","9.33"
"Quintana Roo","9.03"
"Veracruz de Ignacio de La Llave","8.93"
"Colima","7.84"
"Tlaxcala","7.75"
"Morelos","7.65"
"Baja California Sur","7.28"
"Tabasco","6.16"
"Zacatecas","6.06"
"Yucatán","3.25"
"Campeche","1.16"
"Chiapas","0.75"
