"Estado","% Ocupación"
"Oaxaca","18.75"
"Durango","10.86"
"Baja California Sur","10.00"
"Nuevo León","9.75"
"Zacatecas","7.89"
"Guerrero","7.54"
"Sinaloa","7.07"
"Tamaulipas","6.12"
"Colima","5.55"
"Tlaxcala","4.25"
"Hidalgo","4.25"
"Jalisco","3.67"
"Ciudad de México","3.62"
"Veracruz de Ignacio de La Llave","3.47"
"Chihuahua","3.17"
"Aguascalientes","2.77"
"Puebla","2.70"
"Nayarit","2.56"
"Quintana Roo","2.23"
"México","2.16"
"Michoacán de Ocampo","1.65"
"Coahuila de Zaragoza","1.65"
"Guanajuato","1.38"
"Sonora","1.34"
"Querétaro","1.06"
"Morelos","0.55"
"Tabasco","0.48"
"San Luis Potosí","0.43"
"Baja California","0.24"
"Yucatán","0.17"
"Chiapas","0.00"
"Campeche","0.00"
