"Estado","% Ocupación"
"Nuevo León","20.38"
"Chihuahua","17.24"
"Colima","14.75"
"Tlaxcala","12.50"
"Zacatecas","12.00"
"Aguascalientes","11.76"
"Sinaloa","10.34"
"Baja California Sur","7.69"
"Quintana Roo","7.69"
"Durango","7.14"
"Oaxaca","6.45"
"Tamaulipas","5.20"
"Coahuila de Zaragoza","4.34"
"Jalisco","3.69"
"Veracruz de Ignacio de La Llave","3.43"
"Puebla","2.88"
"México","2.35"
"Ciudad de México","1.95"
"Guerrero","1.92"
"San Luis Potosí","1.79"
"Hidalgo","1.63"
"Baja California","1.36"
"Guanajuato","1.21"
"Morelos","1.10"
"Michoacán de Ocampo","1.01"
"Yucatán","0.92"
"Chiapas","0.54"
"Nayarit","0.00"
"Querétaro","0.00"
"Campeche","0.00"
"Sonora","0.00"
"Tabasco","0.00"
