"Estado","% Ocupación"
"Oaxaca","3.12"
"Ciudad de México","2.77"
"Sinaloa","2.53"
"Yucatán","1.92"
"Colima","1.81"
"Puebla","1.75"
"Sonora","1.38"
"Jalisco","1.06"
"Chihuahua","0.94"
"México","0.86"
"Michoacán de Ocampo","0.71"
"Veracruz de Ignacio de La Llave","0.64"
"Nuevo León","0.59"
"Tamaulipas","0.58"
"Guanajuato","0.15"
"Baja California","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Querétaro","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Campeche","0.00"
"Aguascalientes","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Tlaxcala","0.00"
"Durango","0.00"
"San Luis Potosí","0.00"
"Tabasco","0.00"
"Coahuila de Zaragoza","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
