"Estado","% Ocupación"
"Baja California","35.18"
"Aguascalientes","33.85"
"Morelos","26.92"
"Nayarit","25.86"
"Baja California Sur","23.52"
"Tlaxcala","21.21"
"Jalisco","20.49"
"Oaxaca","20.37"
"Zacatecas","19.44"
"Puebla","18.42"
"Ciudad de México","17.98"
"Chihuahua","17.50"
"Durango","16.27"
"San Luis Potosí","15.44"
"Nuevo León","15.12"
"Sonora","14.75"
"Tabasco","14.46"
"México","13.55"
"Sinaloa","12.92"
"Michoacán de Ocampo","12.75"
"Querétaro","12.66"
"Colima","11.94"
"Veracruz de Ignacio de La Llave","11.63"
"Hidalgo","11.59"
"Guanajuato","10.75"
"Tamaulipas","10.57"
"Yucatán","9.52"
"Coahuila de Zaragoza","8.88"
"Campeche","6.72"
"Quintana Roo","6.54"
"Chiapas","6.32"
"Guerrero","3.94"
