"Estado","% Ocupación"
"Morelos","100.00"
"Nayarit","100.00"
"Yucatán","79.31"
"Sinaloa","58.47"
"Tamaulipas","45.45"
"Hidalgo","41.17"
"Nuevo León","39.77"
"Tabasco","35.89"
"Sonora","35.55"
"Quintana Roo","35.48"
"Veracruz de Ignacio de La Llave","34.44"
"Aguascalientes","33.33"
"Colima","33.33"
"México","29.09"
"Oaxaca","27.27"
"Querétaro","27.27"
"Durango","27.27"
"Puebla","20.58"
"Ciudad de México","16.71"
"Jalisco","15.92"
"Baja California","15.78"
"Coahuila de Zaragoza","14.28"
"Baja California Sur","14.28"
"Campeche","13.33"
"Guerrero","12.06"
"Zacatecas","11.11"
"Guanajuato","9.09"
"Chihuahua","7.69"
"Michoacán de Ocampo","7.69"
"Chiapas","2.12"
"Tlaxcala","0.00"
"San Luis Potosí","0.00"
