"Estado","% Ocupación"
"Baja California Sur","66.32"
"Sinaloa","52.46"
"Ciudad de México","48.47"
"Nayarit","44.53"
"Sonora","41.53"
"Quintana Roo","41.07"
"Tamaulipas","34.64"
"Guerrero","34.34"
"Veracruz de Ignacio de La Llave","31.69"
"Oaxaca","31.57"
"Colima","31.03"
"Hidalgo","28.85"
"Aguascalientes","27.55"
"Jalisco","26.86"
"Nuevo León","26.31"
"México","26.06"
"Durango","24.70"
"Tabasco","23.40"
"Yucatán","19.24"
"Baja California","17.69"
"Morelos","16.50"
"Michoacán de Ocampo","15.12"
"Tlaxcala","12.67"
"Querétaro","12.58"
"Chihuahua","12.58"
"Puebla","12.53"
"Chiapas","10.90"
"Campeche","10.65"
"San Luis Potosí","10.64"
"Coahuila de Zaragoza","9.02"
"Zacatecas","7.21"
"Guanajuato","3.72"
