"Estado","% Ocupación"
"Chihuahua","48.95"
"Aguascalientes","45.57"
"Sonora","39.54"
"Baja California","39.53"
"Puebla","36.77"
"Coahuila de Zaragoza","30.63"
"Nuevo León","30.56"
"Durango","29.50"
"Sinaloa","22.80"
"Guanajuato","21.86"
"San Luis Potosí","21.69"
"Colima","19.00"
"Jalisco","16.12"
"Nayarit","15.38"
"Zacatecas","14.43"
"Quintana Roo","13.49"
"Querétaro","13.33"
"Guerrero","13.22"
"México","13.21"
"Tamaulipas","12.26"
"Oaxaca","11.79"
"Hidalgo","11.46"
"Veracruz de Ignacio de La Llave","11.23"
"Morelos","11.00"
"Ciudad de México","9.94"
"Michoacán de Ocampo","9.86"
"Baja California Sur","9.09"
"Tabasco","7.88"
"Yucatán","5.11"
"Chiapas","4.94"
"Campeche","2.34"
"Tlaxcala","1.83"
