"Estado","% Ocupación"
"Baja California Sur","64.49"
"Sinaloa","42.37"
"Sonora","41.09"
"Quintana Roo","39.76"
"Ciudad de México","39.06"
"Tamaulipas","36.54"
"Nayarit","33.60"
"Durango","32.95"
"Oaxaca","31.78"
"Hidalgo","28.00"
"Veracruz de Ignacio de La Llave","27.47"
"Nuevo León","25.34"
"Tabasco","25.20"
"Guerrero","24.47"
"Colima","22.22"
"Yucatán","22.07"
"Jalisco","21.94"
"México","21.58"
"Aguascalientes","21.35"
"Baja California","17.85"
"Michoacán de Ocampo","13.62"
"Puebla","12.29"
"Campeche","10.98"
"Chihuahua","10.76"
"Morelos","10.69"
"San Luis Potosí","10.19"
"Tlaxcala","10.14"
"Zacatecas","8.91"
"Chiapas","8.37"
"Querétaro","8.04"
"Coahuila de Zaragoza","7.61"
"Guanajuato","4.09"
