"Estado","% Ocupación"
"Coahuila de Zaragoza","66.66"
"Aguascalientes","58.06"
"Chihuahua","52.17"
"Durango","47.61"
"Querétaro","43.75"
"Sonora","40.62"
"Zacatecas","38.88"
"Nuevo León","28.41"
"Puebla","28.26"
"Sinaloa","26.31"
"Ciudad de México","21.80"
"Baja California","21.42"
"San Luis Potosí","14.81"
"Guanajuato","14.28"
"Hidalgo","13.33"
"Tamaulipas","13.11"
"Tabasco","12.69"
"Jalisco","11.89"
"Veracruz de Ignacio de La Llave","11.11"
"México","6.31"
"Guerrero","2.94"
"Chiapas","2.56"
"Quintana Roo","2.27"
"Oaxaca","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Colima","0.00"
"Yucatán","0.00"
"Morelos","0.00"
"Michoacán de Ocampo","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
