"Estado","% Ocupación"
"Baja California Sur","56.95"
"Yucatán","44.15"
"Tabasco","33.86"
"Sinaloa","31.36"
"Sonora","26.25"
"Oaxaca","25.58"
"Tamaulipas","25.11"
"Colima","23.72"
"Quintana Roo","19.49"
"Ciudad de México","19.44"
"Nuevo León","16.22"
"Nayarit","15.38"
"Veracruz de Ignacio de La Llave","13.14"
"Hidalgo","12.05"
"Durango","11.47"
"Jalisco","10.95"
"Baja California","10.56"
"Tlaxcala","10.12"
"México","9.96"
"Campeche","9.02"
"Michoacán de Ocampo","8.37"
"San Luis Potosí","8.33"
"Chihuahua","7.14"
"Coahuila de Zaragoza","6.89"
"Aguascalientes","6.87"
"Morelos","6.52"
"Chiapas","6.45"
"Guerrero","5.23"
"Zacatecas","4.61"
"Puebla","4.28"
"Querétaro","2.00"
"Guanajuato","1.46"
