"Estado","% Ocupación"
"Baja California Sur","69.20"
"Sinaloa","42.30"
"Quintana Roo","40.38"
"Oaxaca","38.35"
"Tamaulipas","37.82"
"Ciudad de México","37.48"
"Sonora","34.43"
"Tabasco","29.95"
"Durango","28.73"
"Veracruz de Ignacio de La Llave","27.80"
"Nayarit","25.60"
"Nuevo León","23.66"
"Yucatán","22.86"
"Jalisco","20.24"
"Hidalgo","19.35"
"Baja California","19.09"
"México","18.19"
"Guerrero","17.84"
"Aguascalientes","17.30"
"Colima","15.46"
"Campeche","14.44"
"Puebla","12.17"
"Michoacán de Ocampo","11.29"
"San Luis Potosí","10.27"
"Chihuahua","7.98"
"Chiapas","6.86"
"Querétaro","6.76"
"Morelos","6.61"
"Coahuila de Zaragoza","6.51"
"Zacatecas","6.00"
"Tlaxcala","3.63"
"Guanajuato","2.33"
