"Estado","% Ocupación"
"Colima","100.00"
"Yucatán","67.85"
"Oaxaca","55.55"
"Sonora","38.09"
"Sinaloa","31.94"
"Tabasco","31.81"
"Tamaulipas","31.16"
"Quintana Roo","28.81"
"Nuevo León","28.57"
"Ciudad de México","27.76"
"Durango","25.80"
"Querétaro","22.72"
"Veracruz de Ignacio de La Llave","18.82"
"San Luis Potosí","18.51"
"Puebla","16.92"
"México","16.21"
"Michoacán de Ocampo","15.38"
"Baja California Sur","14.28"
"Jalisco","13.39"
"Aguascalientes","9.67"
"Guerrero","8.62"
"Guanajuato","7.84"
"Campeche","6.66"
"Hidalgo","6.66"
"Zacatecas","5.55"
"Chiapas","2.12"
"Chihuahua","1.53"
"Coahuila de Zaragoza","0.00"
"Baja California","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
