"Estado","% Ocupación"
"Colima","97.29"
"Durango","72.85"
"Nayarit","70.17"
"Ciudad de México","68.90"
"Nuevo León","65.20"
"Oaxaca","63.30"
"Sinaloa","57.81"
"Guerrero","46.51"
"Jalisco","46.37"
"Baja California Sur","45.49"
"Hidalgo","45.16"
"Yucatán","44.50"
"México","40.05"
"Sonora","39.59"
"Veracruz de Ignacio de La Llave","38.52"
"Tabasco","38.37"
"Tlaxcala","35.59"
"San Luis Potosí","29.50"
"Michoacán de Ocampo","27.40"
"Tamaulipas","27.02"
"Querétaro","24.19"
"Puebla","23.17"
"Zacatecas","21.42"
"Quintana Roo","20.46"
"Aguascalientes","19.51"
"Chihuahua","18.63"
"Baja California","18.21"
"Morelos","17.91"
"Chiapas","16.72"
"Coahuila de Zaragoza","13.72"
"Guanajuato","7.45"
"Campeche","7.14"
