"Estado","% Ocupación"
"Aguascalientes","51.14"
"Tabasco","33.73"
"Morelos","32.83"
"Tlaxcala","30.12"
"Jalisco","29.96"
"Baja California","29.18"
"Michoacán de Ocampo","27.55"
"Nayarit","26.41"
"Puebla","26.19"
"Ciudad de México","25.29"
"México","24.58"
"Colima","24.41"
"Hidalgo","23.87"
"Tamaulipas","23.75"
"Nuevo León","23.13"
"Veracruz de Ignacio de La Llave","22.82"
"Querétaro","21.31"
"Oaxaca","20.00"
"Zacatecas","19.44"
"Yucatán","17.34"
"Chihuahua","16.92"
"Sonora","15.70"
"Durango","14.77"
"Sinaloa","13.94"
"San Luis Potosí","13.79"
"Coahuila de Zaragoza","13.53"
"Guanajuato","12.44"
"Chiapas","8.33"
"Quintana Roo","4.90"
"Campeche","4.41"
"Guerrero","3.52"
"Baja California Sur","1.36"
