"Estado","% Ocupación"
"Colima","90.44"
"Nayarit","83.75"
"Tlaxcala","77.77"
"Puebla","75.73"
"Guerrero","75.00"
"Hidalgo","74.58"
"Veracruz de Ignacio de La Llave","74.43"
"Nuevo León","73.25"
"Ciudad de México","71.20"
"Durango","68.58"
"San Luis Potosí","65.25"
"México","64.59"
"Oaxaca","60.58"
"Jalisco","58.73"
"Morelos","56.22"
"Sinaloa","53.44"
"Sonora","52.61"
"Quintana Roo","51.51"
"Zacatecas","49.48"
"Michoacán de Ocampo","49.43"
"Aguascalientes","47.53"
"Tamaulipas","45.56"
"Coahuila de Zaragoza","43.16"
"Querétaro","40.35"
"Tabasco","35.11"
"Baja California Sur","32.28"
"Guanajuato","26.48"
"Chiapas","24.14"
"Baja California","22.30"
"Yucatán","17.32"
"Chihuahua","16.12"
"Campeche","12.33"
