"Estado","% Ocupación"
"Colima","100.00"
"Yucatán","70.00"
"Querétaro","68.18"
"Nuevo León","60.94"
"Veracruz de Ignacio de La Llave","58.97"
"Sinaloa","58.24"
"Oaxaca","56.52"
"Michoacán de Ocampo","46.66"
"Ciudad de México","44.12"
"Sonora","41.66"
"México","40.65"
"Guerrero","39.65"
"Tabasco","36.14"
"Puebla","35.38"
"Tamaulipas","32.50"
"Quintana Roo","32.25"
"Jalisco","30.50"
"Durango","29.41"
"Coahuila de Zaragoza","28.57"
"Aguascalientes","25.00"
"Baja California","18.91"
"San Luis Potosí","18.51"
"Campeche","16.66"
"Zacatecas","11.11"
"Chihuahua","10.93"
"Guanajuato","8.92"
"Hidalgo","6.66"
"Chiapas","2.12"
"Tlaxcala","0.00"
"Morelos","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
