"Estado","% Ocupación"
"Aguascalientes","44.68"
"Nuevo León","27.31"
"Colima","23.88"
"Ciudad de México","20.93"
"Querétaro","18.34"
"Oaxaca","15.11"
"Veracruz de Ignacio de La Llave","14.49"
"Zacatecas","12.79"
"Sinaloa","12.55"
"Durango","12.00"
"Baja California Sur","11.76"
"Hidalgo","11.73"
"Tlaxcala","11.53"
"Sonora","11.50"
"Chihuahua","11.49"
"Puebla","11.19"
"Coahuila de Zaragoza","10.79"
"Tamaulipas","10.12"
"Jalisco","9.60"
"Guerrero","8.37"
"Baja California","8.36"
"México","6.80"
"Michoacán de Ocampo","6.50"
"Guanajuato","6.11"
"San Luis Potosí","6.00"
"Quintana Roo","5.55"
"Nayarit","5.49"
"Morelos","4.97"
"Tabasco","3.90"
"Chiapas","3.79"
"Yucatán","1.53"
"Campeche","0.60"
