"Estado","% Ocupación"
"Colima","90.82"
"Durango","78.23"
"Guerrero","76.50"
"Ciudad de México","75.96"
"Nayarit","70.90"
"Hidalgo","64.88"
"Nuevo León","64.57"
"Puebla","63.19"
"Veracruz de Ignacio de La Llave","62.77"
"Sinaloa","59.72"
"Jalisco","56.26"
"México","56.20"
"Oaxaca","53.92"
"Sonora","52.00"
"Quintana Roo","51.21"
"Zacatecas","50.49"
"Morelos","48.09"
"Michoacán de Ocampo","45.96"
"Aguascalientes","43.75"
"Querétaro","42.94"
"San Luis Potosí","40.92"
"Tlaxcala","38.02"
"Tamaulipas","35.45"
"Coahuila de Zaragoza","34.85"
"Tabasco","31.66"
"Baja California Sur","31.19"
"Chiapas","23.71"
"Baja California","21.22"
"Chihuahua","18.85"
"Yucatán","16.81"
"Guanajuato","16.11"
"Campeche","14.80"
