"Estado","% Ocupación"
"Nayarit","100.00"
"Yucatán","72.22"
"Sonora","53.12"
"Veracruz de Ignacio de La Llave","46.66"
"Sinaloa","45.00"
"Tabasco","43.03"
"Nuevo León","40.75"
"Oaxaca","38.88"
"Guerrero","38.46"
"Quintana Roo","33.33"
"Coahuila de Zaragoza","33.33"
"México","31.85"
"Tamaulipas","31.16"
"Querétaro","27.27"
"Baja California Sur","27.27"
"Aguascalientes","26.66"
"Durango","25.00"
"Ciudad de México","25.00"
"Puebla","19.40"
"Jalisco","17.07"
"Hidalgo","16.66"
"Chihuahua","14.06"
"Zacatecas","11.11"
"Campeche","10.00"
"Michoacán de Ocampo","7.69"
"Guanajuato","7.40"
"Baja California","5.55"
"San Luis Potosí","4.16"
"Chiapas","2.27"
"Tlaxcala","0.00"
"Colima","0.00"
"Morelos","0.00"
