"Estado","% Ocupación"
"Baja California Sur","65.34"
"Sonora","43.20"
"Sinaloa","42.25"
"Ciudad de México","39.66"
"Quintana Roo","37.72"
"Tamaulipas","36.65"
"Nayarit","31.96"
"Durango","31.70"
"Veracruz de Ignacio de La Llave","30.42"
"Oaxaca","29.28"
"Nuevo León","28.75"
"Hidalgo","28.57"
"Guerrero","28.11"
"México","24.92"
"Colima","24.35"
"Tabasco","23.72"
"Jalisco","22.47"
"Yucatán","22.27"
"Aguascalientes","21.90"
"Baja California","16.18"
"Michoacán de Ocampo","14.25"
"Morelos","12.87"
"San Luis Potosí","12.83"
"Campeche","12.64"
"Puebla","11.74"
"Tlaxcala","10.29"
"Chihuahua","9.79"
"Coahuila de Zaragoza","7.84"
"Querétaro","7.66"
"Chiapas","7.57"
"Zacatecas","6.00"
"Guanajuato","4.22"
