"Estado","% Ocupación"
"Colima","100.00"
"Durango","97.05"
"Oaxaca","83.78"
"Ciudad de México","77.32"
"Sinaloa","75.28"
"Yucatán","75.00"
"Nuevo León","70.93"
"Querétaro","68.18"
"Michoacán de Ocampo","58.82"
"México","55.28"
"Jalisco","54.58"
"Sonora","53.65"
"Zacatecas","50.00"
"Veracruz de Ignacio de La Llave","45.88"
"Coahuila de Zaragoza","45.45"
"Puebla","45.33"
"Baja California Sur","40.00"
"Aguascalientes","40.00"
"Tabasco","39.62"
"Tamaulipas","37.66"
"Guerrero","36.36"
"San Luis Potosí","35.55"
"Guanajuato","30.90"
"Chihuahua","30.35"
"Quintana Roo","29.03"
"Hidalgo","26.66"
"Chiapas","18.75"
"Campeche","10.00"
"Baja California","8.10"
"Morelos","5.26"
"Nayarit","0.00"
"Tlaxcala","0.00"
