"Estado","% Ocupación"
"Tlaxcala","14.28"
"Guerrero","5.55"
"Chihuahua","5.10"
"Nayarit","4.76"
"Michoacán de Ocampo","3.49"
"Ciudad de México","2.77"
"Baja California Sur","2.77"
"Veracruz de Ignacio de La Llave","2.63"
"Nuevo León","2.11"
"Jalisco","2.06"
"Tamaulipas","1.88"
"Oaxaca","1.75"
"Sinaloa","1.72"
"Baja California","1.62"
"Sonora","1.51"
"Guanajuato","1.15"
"México","0.88"
"Yucatán","0.67"
"Campeche","0.00"
"Colima","0.00"
"Querétaro","0.00"
"Durango","0.00"
"Quintana Roo","0.00"
"Hidalgo","0.00"
"San Luis Potosí","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
"Zacatecas","0.00"
"Coahuila de Zaragoza","0.00"
"Puebla","0.00"
"Morelos","0.00"
"Tabasco","0.00"
