"Estado","% Ocupación"
"Durango","58.59"
"Puebla","57.39"
"Aguascalientes","53.84"
"Nuevo León","53.73"
"Tlaxcala","52.63"
"Hidalgo","50.78"
"Morelos","46.80"
"Oaxaca","46.72"
"Michoacán de Ocampo","46.29"
"Veracruz de Ignacio de La Llave","45.84"
"Tabasco","43.83"
"San Luis Potosí","43.56"
"Nayarit","42.28"
"Baja California","42.22"
"Ciudad de México","41.82"
"Tamaulipas","40.26"
"Colima","39.62"
"México","38.59"
"Querétaro","38.35"
"Guanajuato","38.11"
"Coahuila de Zaragoza","37.96"
"Jalisco","34.12"
"Guerrero","33.16"
"Sonora","31.85"
"Sinaloa","30.28"
"Zacatecas","26.88"
"Chihuahua","24.08"
"Quintana Roo","21.39"
"Yucatán","19.55"
"Campeche","15.70"
"Chiapas","14.63"
"Baja California Sur","8.45"
