"Estado","% Ocupación"
"Querétaro","100.00"
"Baja California","50.00"
"Aguascalientes","40.00"
"Oaxaca","26.66"
"Nuevo León","24.26"
"Puebla","22.91"
"Ciudad de México","18.97"
"Tamaulipas","17.64"
"Veracruz de Ignacio de La Llave","16.66"
"Michoacán de Ocampo","16.66"
"Jalisco","11.39"
"Coahuila de Zaragoza","11.11"
"Zacatecas","11.11"
"Tabasco","8.88"
"Chihuahua","8.69"
"Durango","8.57"
"San Luis Potosí","8.10"
"Yucatán","8.00"
"Guanajuato","7.40"
"México","6.15"
"Sinaloa","3.92"
"Campeche","0.00"
"Colima","0.00"
"Chiapas","0.00"
"Guerrero","0.00"
"Hidalgo","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Sonora","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
