"Estado","% Ocupación"
"Nuevo León","25.36"
"Chihuahua","19.58"
"Durango","16.27"
"Aguascalientes","14.28"
"Hidalgo","13.77"
"Colima","11.47"
"Sinaloa","10.79"
"Baja California Sur","9.72"
"Nayarit","9.09"
"Tlaxcala","6.38"
"Tamaulipas","6.20"
"Sonora","5.97"
"Veracruz de Ignacio de La Llave","5.72"
"Jalisco","5.63"
"Coahuila de Zaragoza","5.26"
"Ciudad de México","5.07"
"Querétaro","4.95"
"Zacatecas","4.49"
"Guerrero","4.43"
"Guanajuato","3.94"
"Puebla","3.88"
"Baja California","3.53"
"México","3.14"
"Morelos","2.74"
"Oaxaca","1.69"
"Tabasco","1.42"
"Yucatán","1.22"
"Chiapas","1.12"
"Michoacán de Ocampo","0.95"
"San Luis Potosí","0.88"
"Campeche","0.00"
"Quintana Roo","0.00"
