"Estado","% Ocupación"
"Aguascalientes","45.45"
"Ciudad de México","39.59"
"Jalisco","33.11"
"Nuevo León","31.73"
"Hidalgo","30.57"
"Querétaro","29.88"
"Oaxaca","29.48"
"Nayarit","28.33"
"México","27.69"
"Baja California","26.64"
"Sonora","25.88"
"Colima","25.39"
"Chihuahua","22.44"
"Tlaxcala","21.05"
"San Luis Potosí","20.00"
"Tamaulipas","19.04"
"Puebla","19.04"
"Michoacán de Ocampo","18.75"
"Sinaloa","17.71"
"Baja California Sur","17.64"
"Coahuila de Zaragoza","17.46"
"Morelos","17.39"
"Veracruz de Ignacio de La Llave","16.72"
"Tabasco","14.01"
"Guanajuato","13.25"
"Zacatecas","13.08"
"Durango","12.58"
"Yucatán","12.37"
"Guerrero","12.28"
"Chiapas","5.73"
"Quintana Roo","2.85"
"Campeche","2.36"
