"Estado","% Ocupación"
"Colima","22.58"
"Nuevo León","16.96"
"Aguascalientes","14.63"
"Chihuahua","12.90"
"Durango","10.58"
"Sinaloa","9.34"
"Querétaro","7.92"
"Tamaulipas","7.59"
"Veracruz de Ignacio de La Llave","7.18"
"Hidalgo","7.14"
"Baja California Sur","7.14"
"Jalisco","6.54"
"Tlaxcala","6.38"
"Sonora","5.21"
"Ciudad de México","5.04"
"Coahuila de Zaragoza","5.03"
"Guerrero","4.76"
"Puebla","4.55"
"Nayarit","3.57"
"México","3.49"
"Guanajuato","3.39"
"Zacatecas","3.37"
"Morelos","3.29"
"Tabasco","3.15"
"San Luis Potosí","3.01"
"Quintana Roo","2.98"
"Baja California","2.85"
"Oaxaca","2.73"
"Michoacán de Ocampo","2.12"
"Chiapas","1.92"
"Yucatán","1.38"
"Campeche","0.64"
