"Estado","% Ocupación"
"Tlaxcala","32.00"
"Nuevo León","26.50"
"Querétaro","9.52"
"Baja California Sur","7.69"
"Tabasco","5.64"
"Quintana Roo","5.55"
"Puebla","5.48"
"Aguascalientes","5.12"
"Coahuila de Zaragoza","4.28"
"México","4.19"
"Michoacán de Ocampo","4.06"
"Jalisco","4.06"
"Ciudad de México","3.92"
"Colima","3.84"
"Veracruz de Ignacio de La Llave","3.66"
"Hidalgo","3.44"
"Durango","2.38"
"Yucatán","2.29"
"San Luis Potosí","2.06"
"Morelos","2.04"
"Tamaulipas","1.94"
"Chihuahua","1.82"
"Baja California","1.79"
"Sonora","1.25"
"Campeche","1.00"
"Sinaloa","0.98"
"Zacatecas","0.90"
"Guanajuato","0.77"
"Guerrero","0.65"
"Nayarit","0.00"
"Chiapas","0.00"
"Oaxaca","0.00"
