"Estado","% Ocupación"
"Nuevo León","19.53"
"Chihuahua","15.62"
"Oaxaca","11.36"
"Aguascalientes","10.81"
"Sinaloa","10.60"
"Sonora","7.24"
"Durango","7.14"
"Tamaulipas","4.90"
"Baja California Sur","4.54"
"Puebla","3.59"
"Jalisco","3.42"
"Veracruz de Ignacio de La Llave","3.29"
"Hidalgo","2.68"
"Zacatecas","2.50"
"Guanajuato","2.33"
"Querétaro","1.98"
"Guerrero","1.97"
"Coahuila de Zaragoza","1.96"
"Ciudad de México","1.69"
"Michoacán de Ocampo","1.63"
"México","1.63"
"Colima","1.61"
"Baja California","1.21"
"Morelos","1.10"
"Tabasco","1.03"
"San Luis Potosí","0.89"
"Yucatán","0.77"
"Campeche","0.00"
"Nayarit","0.00"
"Chiapas","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
