"Estado","% Ocupación"
"Querétaro","100.00"
"Nuevo León","45.26"
"Chihuahua","34.78"
"Aguascalientes","31.81"
"Hidalgo","31.25"
"Puebla","30.50"
"Ciudad de México","21.05"
"Coahuila de Zaragoza","18.18"
"Sinaloa","17.64"
"Michoacán de Ocampo","16.66"
"Jalisco","14.46"
"Veracruz de Ignacio de La Llave","14.28"
"Tabasco","14.28"
"México","12.28"
"Tamaulipas","12.00"
"Yucatán","11.53"
"Guanajuato","11.11"
"Zacatecas","11.11"
"Oaxaca","9.09"
"San Luis Potosí","6.66"
"Quintana Roo","4.54"
"Durango","4.44"
"Chiapas","0.00"
"Colima","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Sonora","0.00"
"Nayarit","0.00"
"Baja California","0.00"
"Guerrero","0.00"
"Campeche","0.00"
