"Estado","% Ocupación"
"Chihuahua","62.38"
"Baja California","47.83"
"Sonora","43.44"
"Aguascalientes","39.16"
"Coahuila de Zaragoza","36.95"
"Nuevo León","31.25"
"Durango","28.26"
"Sinaloa","23.52"
"San Luis Potosí","22.67"
"Ciudad de México","20.71"
"Puebla","17.75"
"Guanajuato","16.89"
"Tamaulipas","16.43"
"Oaxaca","13.29"
"Hidalgo","13.10"
"Jalisco","12.12"
"Zacatecas","9.57"
"México","9.37"
"Nayarit","8.79"
"Veracruz de Ignacio de La Llave","8.01"
"Querétaro","7.72"
"Quintana Roo","5.36"
"Michoacán de Ocampo","4.22"
"Morelos","4.20"
"Guerrero","3.98"
"Baja California Sur","2.68"
"Colima","1.92"
"Tabasco","1.77"
"Yucatán","1.51"
"Campeche","1.19"
"Chiapas","0.82"
"Tlaxcala","0.00"
