"Estado","% Ocupación"
"Tlaxcala","14.28"
"Tabasco","4.02"
"Jalisco","3.03"
"Sonora","2.77"
"Aguascalientes","1.78"
"Yucatán","1.26"
"Hidalgo","1.25"
"Sinaloa","1.16"
"Baja California","0.99"
"San Luis Potosí","0.97"
"Puebla","0.95"
"Ciudad de México","0.79"
"Michoacán de Ocampo","0.69"
"Quintana Roo","0.64"
"Nuevo León","0.63"
"Veracruz de Ignacio de La Llave","0.56"
"Guanajuato","0.46"
"México","0.42"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
"Oaxaca","0.00"
"Coahuila de Zaragoza","0.00"
"Querétaro","0.00"
"Durango","0.00"
"Chiapas","0.00"
"Colima","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Chihuahua","0.00"
"Campeche","0.00"
"Guerrero","0.00"
