"Estado","% Ocupación"
"Chihuahua","51.70"
"Aguascalientes","43.30"
"Baja California","40.24"
"Sonora","34.23"
"Puebla","34.09"
"Durango","31.74"
"Sinaloa","28.13"
"Guanajuato","28.05"
"Nayarit","25.22"
"Jalisco","24.87"
"Nuevo León","23.87"
"Coahuila de Zaragoza","23.80"
"San Luis Potosí","22.96"
"Oaxaca","21.34"
"Querétaro","20.22"
"Morelos","17.85"
"Colima","17.69"
"Tamaulipas","16.57"
"Ciudad de México","16.31"
"México","15.42"
"Hidalgo","14.23"
"Quintana Roo","13.93"
"Veracruz de Ignacio de La Llave","13.59"
"Michoacán de Ocampo","11.68"
"Guerrero","11.50"
"Tabasco","10.72"
"Tlaxcala","9.56"
"Zacatecas","9.09"
"Yucatán","7.63"
"Chiapas","6.88"
"Baja California Sur","3.79"
"Campeche","3.28"
