"Estado","% Ocupación"
"Colima","100.00"
"Oaxaca","64.70"
"Yucatán","62.96"
"Querétaro","59.09"
"Baja California Sur","54.54"
"Sinaloa","52.32"
"Hidalgo","50.00"
"Veracruz de Ignacio de La Llave","49.45"
"Nuevo León","45.45"
"Tabasco","42.62"
"Sonora","40.00"
"Aguascalientes","35.00"
"México","33.92"
"Ciudad de México","33.51"
"Michoacán de Ocampo","31.25"
"Coahuila de Zaragoza","28.57"
"Tamaulipas","27.77"
"Quintana Roo","26.22"
"Guerrero","25.39"
"Jalisco","24.75"
"Durango","21.87"
"Puebla","15.62"
"Chihuahua","14.06"
"Baja California","12.28"
"Guanajuato","10.52"
"San Luis Potosí","8.00"
"Zacatecas","5.55"
"Campeche","3.84"
"Chiapas","2.12"
"Tlaxcala","0.00"
"Nayarit","0.00"
"Morelos","0.00"
