"Estado","% Ocupación"
"Puebla","55.07"
"Colima","45.00"
"Aguascalientes","44.70"
"Hidalgo","39.66"
"Nuevo León","39.51"
"Ciudad de México","38.91"
"Querétaro","36.33"
"Nayarit","35.66"
"Jalisco","33.79"
"Oaxaca","33.65"
"Baja California Sur","33.33"
"México","33.27"
"Veracruz de Ignacio de La Llave","32.86"
"Chihuahua","32.56"
"Coahuila de Zaragoza","32.29"
"Sonora","32.10"
"Durango","31.57"
"Tamaulipas","29.51"
"Sinaloa","29.28"
"Morelos","28.91"
"Guanajuato","25.79"
"San Luis Potosí","25.27"
"Guerrero","23.65"
"Michoacán de Ocampo","22.22"
"Baja California","21.14"
"Tabasco","19.21"
"Tlaxcala","18.75"
"Zacatecas","18.54"
"Quintana Roo","10.65"
"Yucatán","10.08"
"Chiapas","7.39"
"Campeche","4.84"
