"Estado","% Ocupación"
"Baja California Sur","58.60"
"Yucatán","49.17"
"Sonora","29.53"
"Sinaloa","24.76"
"Tamaulipas","23.76"
"Colima","22.58"
"Tabasco","21.84"
"Ciudad de México","20.98"
"Quintana Roo","20.92"
"Oaxaca","16.98"
"Nuevo León","16.27"
"Nayarit","14.47"
"Baja California","12.71"
"Tlaxcala","11.68"
"Jalisco","10.94"
"Veracruz de Ignacio de La Llave","10.71"
"Campeche","9.75"
"Durango","9.45"
"México","9.14"
"San Luis Potosí","8.63"
"Michoacán de Ocampo","7.45"
"Chihuahua","7.42"
"Hidalgo","7.23"
"Aguascalientes","6.92"
"Chiapas","5.86"
"Coahuila de Zaragoza","4.69"
"Morelos","4.25"
"Guerrero","4.18"
"Puebla","3.57"
"Zacatecas","3.12"
"Querétaro","2.37"
"Guanajuato","2.05"
