"Estado","% Ocupación"
"Tlaxcala","9.52"
"Oaxaca","6.25"
"Aguascalientes","3.50"
"Sonora","3.17"
"Jalisco","2.80"
"Tamaulipas","2.11"
"Ciudad de México","1.17"
"San Luis Potosí","0.98"
"Chihuahua","0.78"
"Michoacán de Ocampo","0.68"
"Yucatán","0.62"
"Nuevo León","0.62"
"Guanajuato","0.61"
"Veracruz de Ignacio de La Llave","0.53"
"Puebla","0.49"
"México","0.18"
"Baja California","0.00"
"Guerrero","0.00"
"Querétaro","0.00"
"Nayarit","0.00"
"Campeche","0.00"
"Coahuila de Zaragoza","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Sinaloa","0.00"
"Colima","0.00"
"Durango","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Baja California Sur","0.00"
"Tabasco","0.00"
"Quintana Roo","0.00"
