"Estado","% Ocupación"
"Colima","64.48"
"Tabasco","61.27"
"Veracruz de Ignacio de La Llave","53.72"
"Nuevo León","51.46"
"Aguascalientes","48.03"
"Jalisco","47.84"
"Querétaro","47.26"
"Hidalgo","43.67"
"Yucatán","43.31"
"Tamaulipas","42.79"
"Puebla","42.59"
"Michoacán de Ocampo","41.40"
"Ciudad de México","41.36"
"Morelos","41.34"
"Tlaxcala","40.67"
"México","39.25"
"San Luis Potosí","38.63"
"Sonora","35.37"
"Oaxaca","34.61"
"Durango","34.52"
"Nayarit","29.75"
"Zacatecas","29.41"
"Coahuila de Zaragoza","26.42"
"Baja California","25.89"
"Baja California Sur","22.22"
"Guerrero","21.39"
"Sinaloa","18.88"
"Chihuahua","18.60"
"Chiapas","17.60"
"Guanajuato","16.85"
"Campeche","14.18"
"Quintana Roo","11.88"
