"Estado","% Ocupación"
"Tlaxcala","9.52"
"Baja California Sur","9.09"
"Oaxaca","9.09"
"Jalisco","3.63"
"San Luis Potosí","1.96"
"Colima","1.88"
"Aguascalientes","1.75"
"Tamaulipas","1.61"
"Nuevo León","1.24"
"Sonora","1.20"
"Coahuila de Zaragoza","1.19"
"Veracruz de Ignacio de La Llave","1.04"
"Ciudad de México","0.97"
"México","0.92"
"Yucatán","0.81"
"Chihuahua","0.80"
"Michoacán de Ocampo","0.69"
"Baja California","0.66"
"Puebla","0.49"
"Guanajuato","0.30"
"Tabasco","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Sinaloa","0.00"
"Campeche","0.00"
"Querétaro","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Durango","0.00"
"Guerrero","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
