"Estado","% Ocupación"
"Aguascalientes","39.24"
"Hidalgo","31.45"
"Ciudad de México","31.42"
"Oaxaca","30.00"
"Colima","28.76"
"Nuevo León","25.89"
"Jalisco","25.11"
"Querétaro","23.80"
"México","22.73"
"Puebla","20.26"
"Nayarit","19.35"
"Baja California Sur","19.31"
"Tlaxcala","19.23"
"Tamaulipas","19.07"
"Tabasco","17.55"
"Baja California","17.13"
"Sonora","16.77"
"Veracruz de Ignacio de La Llave","16.06"
"Michoacán de Ocampo","15.92"
"Chihuahua","15.81"
"Sinaloa","15.68"
"Morelos","15.27"
"Coahuila de Zaragoza","13.75"
"Yucatán","12.24"
"San Luis Potosí","11.85"
"Guanajuato","10.47"
"Durango","10.43"
"Zacatecas","8.88"
"Guerrero","8.43"
"Chiapas","6.78"
"Quintana Roo","3.80"
"Campeche","1.53"
