"Estado","% Ocupación"
"Tlaxcala","42.30"
"Querétaro","13.04"
"Aguascalientes","12.67"
"Nuevo León","10.78"
"Oaxaca","8.19"
"Baja California Sur","7.50"
"México","7.09"
"Ciudad de México","7.05"
"Colima","7.01"
"Veracruz de Ignacio de La Llave","6.39"
"Nayarit","5.55"
"Baja California","5.33"
"Jalisco","5.16"
"Michoacán de Ocampo","5.05"
"Chihuahua","4.34"
"Puebla","3.81"
"Durango","3.48"
"Sonora","3.47"
"Tamaulipas","3.16"
"Sinaloa","2.80"
"San Luis Potosí","2.53"
"Guanajuato","2.28"
"Morelos","2.22"
"Yucatán","2.05"
"Zacatecas","1.78"
"Tabasco","1.58"
"Campeche","1.40"
"Coahuila de Zaragoza","0.72"
"Chiapas","0.38"
"Quintana Roo","0.00"
"Guerrero","0.00"
"Hidalgo","0.00"
