"Estado","% Ocupación"
"Sinaloa","15.04"
"Baja California Sur","14.70"
"Oaxaca","12.82"
"Colima","10.00"
"Querétaro","9.75"
"Durango","9.37"
"Chihuahua","7.46"
"Nuevo León","7.10"
"Tamaulipas","6.73"
"Ciudad de México","5.39"
"Jalisco","5.35"
"Guerrero","5.12"
"Nayarit","4.87"
"Quintana Roo","4.37"
"Veracruz de Ignacio de La Llave","3.14"
"Puebla","2.84"
"Sonora","2.36"
"Tlaxcala","2.27"
"Guanajuato","1.87"
"Michoacán de Ocampo","1.62"
"Yucatán","1.54"
"Coahuila de Zaragoza","1.53"
"Baja California","1.44"
"México","1.37"
"San Luis Potosí","1.32"
"Morelos","0.76"
"Hidalgo","0.71"
"Tabasco","0.43"
"Campeche","0.36"
"Aguascalientes","0.00"
"Zacatecas","0.00"
"Chiapas","0.00"
