"Estado","% Ocupación"
"Baja California","41.19"
"Aguascalientes","36.63"
"Chihuahua","34.52"
"Sonora","28.26"
"Coahuila de Zaragoza","22.72"
"Durango","20.00"
"Nuevo León","16.16"
"Baja California Sur","12.50"
"San Luis Potosí","11.01"
"Ciudad de México","10.05"
"Puebla","9.58"
"Tamaulipas","9.43"
"Oaxaca","8.33"
"Zacatecas","8.25"
"Sinaloa","7.93"
"Tlaxcala","7.93"
"Querétaro","7.23"
"Jalisco","6.89"
"Morelos","6.38"
"Hidalgo","6.12"
"Veracruz de Ignacio de La Llave","5.66"
"Guanajuato","5.00"
"Tabasco","4.76"
"México","4.44"
"Yucatán","4.00"
"Nayarit","2.38"
"Michoacán de Ocampo","2.11"
"Chiapas","1.89"
"Guerrero","1.05"
"Quintana Roo","0.99"
"Campeche","0.69"
"Colima","0.00"
