"Estado","% Ocupación"
"Chihuahua","16.00"
"Coahuila de Zaragoza","12.50"
"Puebla","11.42"
"Zacatecas","10.52"
"Durango","8.57"
"San Luis Potosí","8.10"
"Yucatán","5.26"
"México","4.30"
"Tamaulipas","2.12"
"Ciudad de México","1.96"
"Guanajuato","1.78"
"Jalisco","1.28"
"Oaxaca","0.00"
"Nuevo León","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Sinaloa","0.00"
"Aguascalientes","0.00"
"Sonora","0.00"
"Morelos","0.00"
"Guerrero","0.00"
"Colima","0.00"
"Campeche","0.00"
"Querétaro","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Tlaxcala","0.00"
"Tabasco","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Nayarit","0.00"
"Michoacán de Ocampo","0.00"
