"Estado","% Ocupación"
"Chihuahua","16.43"
"Aguascalientes","15.78"
"Nuevo León","14.44"
"Durango","9.67"
"Sinaloa","9.09"
"Tlaxcala","6.38"
"Oaxaca","4.76"
"Tamaulipas","4.60"
"Baja California Sur","4.28"
"Veracruz de Ignacio de La Llave","4.20"
"Zacatecas","4.08"
"Guerrero","3.94"
"Puebla","3.76"
"Hidalgo","3.20"
"Jalisco","3.18"
"Coahuila de Zaragoza","3.18"
"Ciudad de México","2.20"
"Colima","1.96"
"Sonora","1.82"
"México","1.59"
"Tabasco","1.21"
"San Luis Potosí","0.89"
"Yucatán","0.77"
"Quintana Roo","0.75"
"Baja California","0.75"
"Guanajuato","0.65"
"Morelos","0.54"
"Michoacán de Ocampo","0.51"
"Querétaro","0.00"
"Chiapas","0.00"
"Nayarit","0.00"
"Campeche","0.00"
