"Estado","% Ocupación"
"Chihuahua","69.36"
"Baja California","63.59"
"Aguascalientes","44.44"
"Coahuila de Zaragoza","41.57"
"Sonora","39.05"
"Durango","29.62"
"Sinaloa","26.41"
"Puebla","24.59"
"Nuevo León","24.47"
"Guanajuato","21.53"
"San Luis Potosí","20.14"
"Tamaulipas","18.37"
"Jalisco","15.62"
"Oaxaca","14.45"
"Ciudad de México","12.77"
"Nayarit","12.63"
"México","12.58"
"Querétaro","12.25"
"Guerrero","12.22"
"Tlaxcala","11.30"
"Hidalgo","10.90"
"Colima","9.83"
"Veracruz de Ignacio de La Llave","8.60"
"Michoacán de Ocampo","8.27"
"Morelos","7.98"
"Quintana Roo","7.38"
"Baja California Sur","7.33"
"Zacatecas","7.21"
"Tabasco","5.58"
"Yucatán","2.62"
"Chiapas","2.50"
"Campeche","1.14"
