"Estado","% Ocupación"
"Aguascalientes","43.13"
"Colima","25.71"
"Nuevo León","25.34"
"Ciudad de México","20.79"
"Tlaxcala","18.51"
"Querétaro","17.94"
"Veracruz de Ignacio de La Llave","14.14"
"Durango","13.26"
"Chihuahua","13.21"
"Hidalgo","12.85"
"Zacatecas","12.79"
"Sinaloa","12.79"
"Baja California Sur","12.65"
"Sonora","12.05"
"Puebla","10.93"
"Baja California","10.24"
"Tamaulipas","10.10"
"Jalisco","9.68"
"Coahuila de Zaragoza","8.98"
"Oaxaca","8.60"
"Nayarit","7.60"
"México","7.09"
"Guerrero","6.86"
"Michoacán de Ocampo","6.81"
"San Luis Potosí","6.72"
"Morelos","6.66"
"Guanajuato","5.81"
"Quintana Roo","4.86"
"Chiapas","4.08"
"Tabasco","3.40"
"Yucatán","1.98"
"Campeche","0.47"
