"Estado","% Ocupación"
"Nayarit","12.00"
"Coahuila de Zaragoza","4.00"
"Yucatán","3.26"
"Ciudad de México","2.76"
"Aguascalientes","2.50"
"Querétaro","2.38"
"San Luis Potosí","2.02"
"Tamaulipas","1.86"
"Chihuahua","1.85"
"Oaxaca","1.72"
"Sinaloa","1.33"
"México","1.20"
"Michoacán de Ocampo","0.71"
"Jalisco","0.69"
"Baja California","0.63"
"Guanajuato","0.15"
"Guerrero","0.00"
"Quintana Roo","0.00"
"Puebla","0.00"
"Tabasco","0.00"
"Tlaxcala","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Nuevo León","0.00"
"Baja California Sur","0.00"
"Hidalgo","0.00"
"Campeche","0.00"
"Colima","0.00"
"Durango","0.00"
"Sonora","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Chiapas","0.00"
