"Estado","% Ocupación"
"Aguascalientes","37.50"
"Chihuahua","23.01"
"Nuevo León","19.43"
"Colima","18.75"
"Querétaro","18.09"
"Baja California Sur","17.72"
"Ciudad de México","15.50"
"Tlaxcala","14.58"
"Sinaloa","12.63"
"Hidalgo","10.73"
"Oaxaca","10.11"
"Veracruz de Ignacio de La Llave","9.64"
"Durango","8.39"
"Jalisco","7.41"
"Puebla","7.23"
"Coahuila de Zaragoza","6.69"
"Guerrero","6.43"
"Baja California","6.22"
"Sonora","6.09"
"Tamaulipas","5.84"
"México","5.40"
"Michoacán de Ocampo","3.88"
"Morelos","3.82"
"Guanajuato","3.79"
"San Luis Potosí","2.96"
"Nayarit","2.50"
"Tabasco","2.38"
"Zacatecas","2.38"
"Quintana Roo","2.25"
"Chiapas","2.09"
"Yucatán","1.84"
"Campeche","0.37"
