"Estado","% Ocupación"
"Tlaxcala","24.00"
"Ciudad de México","8.86"
"Nuevo León","5.94"
"México","4.99"
"Querétaro","4.76"
"Puebla","4.72"
"Baja California Sur","4.44"
"Jalisco","3.85"
"Colima","3.63"
"Aguascalientes","3.57"
"Michoacán de Ocampo","3.57"
"Coahuila de Zaragoza","3.48"
"Chihuahua","2.90"
"Durango","2.56"
"Veracruz de Ignacio de La Llave","2.56"
"San Luis Potosí","2.27"
"Yucatán","2.25"
"Hidalgo","2.24"
"Morelos","2.08"
"Campeche","1.88"
"Sinaloa","1.66"
"Baja California","1.23"
"Guanajuato","1.07"
"Sonora","1.06"
"Tamaulipas","1.05"
"Zacatecas","0.90"
"Quintana Roo","0.64"
"Oaxaca","0.00"
"Chiapas","0.00"
"Nayarit","0.00"
"Guerrero","0.00"
"Tabasco","0.00"
