"Estado","% Ocupación"
"Chihuahua","61.02"
"Baja California Sur","56.14"
"Aguascalientes","52.83"
"Baja California","38.65"
"Durango","36.80"
"Sonora","33.98"
"Coahuila de Zaragoza","31.30"
"Sinaloa","29.01"
"Zacatecas","27.77"
"Nuevo León","25.37"
"Ciudad de México","24.12"
"Guanajuato","23.88"
"San Luis Potosí","22.26"
"Quintana Roo","20.65"
"Hidalgo","19.52"
"Nayarit","18.75"
"Jalisco","17.51"
"Puebla","16.66"
"Tamaulipas","15.75"
"Querétaro","14.17"
"Guerrero","12.27"
"Colima","10.25"
"México","9.89"
"Veracruz de Ignacio de La Llave","8.22"
"Oaxaca","7.83"
"Morelos","5.16"
"Yucatán","5.08"
"Tabasco","4.72"
"Michoacán de Ocampo","4.54"
"Tlaxcala","4.42"
"Chiapas","1.71"
"Campeche","0.96"
