"Estado","% Ocupación"
"Chihuahua","44.56"
"Baja California","42.59"
"Aguascalientes","38.31"
"Sonora","27.04"
"Durango","24.09"
"Ciudad de México","14.53"
"Nuevo León","13.80"
"Puebla","12.58"
"Zacatecas","11.92"
"Querétaro","11.46"
"Tlaxcala","10.93"
"Coahuila de Zaragoza","10.56"
"Oaxaca","10.29"
"Nayarit","9.75"
"Tamaulipas","8.60"
"San Luis Potosí","8.54"
"Jalisco","7.71"
"Guanajuato","7.35"
"Morelos","7.27"
"Hidalgo","6.00"
"México","5.57"
"Sinaloa","5.40"
"Veracruz de Ignacio de La Llave","5.16"
"Yucatán","4.39"
"Tabasco","2.20"
"Chiapas","1.86"
"Guerrero","1.20"
"Michoacán de Ocampo","1.09"
"Quintana Roo","0.99"
"Campeche","0.81"
"Baja California Sur","0.00"
"Colima","0.00"
