"Estado","% Ocupación"
"Yucatán","59.11"
"Baja California Sur","57.07"
"Sinaloa","47.13"
"Oaxaca","39.00"
"Ciudad de México","33.73"
"Tabasco","32.96"
"Nuevo León","28.92"
"Veracruz de Ignacio de La Llave","27.83"
"Sonora","25.38"
"Colima","22.41"
"Nayarit","22.36"
"México","19.96"
"Tamaulipas","19.41"
"Quintana Roo","18.13"
"Guerrero","16.93"
"Campeche","16.54"
"Jalisco","15.12"
"Hidalgo","13.93"
"Baja California","13.24"
"Morelos","12.50"
"Durango","10.29"
"Michoacán de Ocampo","9.74"
"Chiapas","8.99"
"Aguascalientes","8.97"
"San Luis Potosí","7.40"
"Chihuahua","7.36"
"Tlaxcala","7.22"
"Puebla","6.85"
"Coahuila de Zaragoza","4.57"
"Querétaro","4.54"
"Guanajuato","2.51"
"Zacatecas","2.30"
