"Estado","% Ocupación"
"Morelos","100.00"
"Nayarit","100.00"
"Colima","100.00"
"Durango","100.00"
"Zacatecas","100.00"
"Querétaro","90.00"
"Ciudad de México","85.64"
"Nuevo León","84.72"
"Coahuila de Zaragoza","83.33"
"Oaxaca","81.57"
"Veracruz de Ignacio de La Llave","71.87"
"Sinaloa","68.96"
"Jalisco","66.05"
"San Luis Potosí","64.28"
"Yucatán","61.53"
"Guerrero","57.83"
"Puebla","56.47"
"Sonora","55.76"
"Michoacán de Ocampo","53.84"
"México","50.35"
"Tamaulipas","49.51"
"Guanajuato","49.12"
"Quintana Roo","48.83"
"Aguascalientes","48.71"
"Hidalgo","46.66"
"Chiapas","36.20"
"Tabasco","35.29"
"Chihuahua","20.00"
"Campeche","9.37"
"Baja California","8.33"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
