"Estado","% Ocupación"
"Baja California Sur","71.79"
"Yucatán","46.62"
"Tabasco","28.21"
"Quintana Roo","23.20"
"Colima","20.75"
"Nuevo León","20.65"
"Sinaloa","17.15"
"Sonora","17.00"
"Nayarit","16.21"
"Tamaulipas","13.58"
"Ciudad de México","11.63"
"Baja California","11.26"
"Guerrero","11.11"
"Michoacán de Ocampo","10.72"
"Puebla","9.73"
"Tlaxcala","9.34"
"Aguascalientes","9.09"
"Campeche","8.03"
"Veracruz de Ignacio de La Llave","7.90"
"Oaxaca","7.53"
"Zacatecas","7.51"
"Chihuahua","7.33"
"México","7.27"
"Chiapas","6.46"
"Coahuila de Zaragoza","6.14"
"Durango","5.40"
"Jalisco","4.85"
"Hidalgo","4.60"
"Querétaro","3.44"
"Morelos","3.15"
"San Luis Potosí","2.91"
"Guanajuato","1.35"
