"Estado","% Ocupación"
"Aguascalientes","50.00"
"Nuevo León","37.70"
"Colima","37.03"
"Tlaxcala","28.57"
"Jalisco","26.16"
"Coahuila de Zaragoza","18.60"
"Querétaro","17.77"
"Baja California Sur","17.54"
"Sinaloa","16.26"
"Puebla","15.89"
"Durango","15.78"
"Ciudad de México","14.75"
"Guerrero","14.49"
"Chihuahua","13.58"
"Veracruz de Ignacio de La Llave","13.28"
"Morelos","12.72"
"Chiapas","11.34"
"Baja California","9.96"
"Tamaulipas","9.23"
"Quintana Roo","9.09"
"Sonora","8.59"
"Michoacán de Ocampo","8.16"
"Oaxaca","8.04"
"Campeche","7.40"
"Guanajuato","5.27"
"México","4.81"
"Tabasco","4.60"
"Nayarit","4.28"
"Zacatecas","3.70"
"Hidalgo","3.40"
"Yucatán","2.13"
"San Luis Potosí","1.21"
