"Estado","% Ocupación"
"Colima","100.00"
"Querétaro","90.00"
"Aguascalientes","58.06"
"Puebla","55.07"
"Guanajuato","54.41"
"Yucatán","52.00"
"Chihuahua","40.47"
"México","39.56"
"Tabasco","38.79"
"Durango","37.03"
"Michoacán de Ocampo","36.36"
"Jalisco","33.99"
"Ciudad de México","33.23"
"Tamaulipas","32.98"
"Sonora","29.72"
"Nuevo León","29.17"
"Veracruz de Ignacio de La Llave","27.69"
"Morelos","21.73"
"Sinaloa","21.56"
"Baja California","21.21"
"San Luis Potosí","19.56"
"Oaxaca","17.85"
"Chiapas","17.77"
"Quintana Roo","9.61"
"Hidalgo","7.14"
"Coahuila de Zaragoza","6.66"
"Guerrero","3.57"
"Tlaxcala","0.00"
"Nayarit","0.00"
"Campeche","0.00"
"Baja California Sur","0.00"
"Zacatecas","0.00"
