"Estado","% Ocupación"
"Aguascalientes","41.50"
"Ciudad de México","31.39"
"Hidalgo","30.89"
"Colima","28.78"
"Oaxaca","27.95"
"Jalisco","27.62"
"México","24.57"
"Nuevo León","21.95"
"Puebla","21.42"
"Querétaro","21.28"
"Nayarit","20.33"
"Baja California Sur","20.23"
"Tlaxcala","19.23"
"Sinaloa","17.81"
"Morelos","16.66"
"Michoacán de Ocampo","16.59"
"Tamaulipas","16.59"
"Chihuahua","16.58"
"Veracruz de Ignacio de La Llave","16.55"
"Baja California","16.43"
"Coahuila de Zaragoza","15.38"
"San Luis Potosí","15.03"
"Sonora","13.60"
"Durango","12.90"
"Zacatecas","12.73"
"Tabasco","12.20"
"Guanajuato","11.83"
"Yucatán","11.45"
"Guerrero","8.62"
"Chiapas","6.56"
"Quintana Roo","3.76"
"Campeche","1.58"
