"Estado","% Ocupación"
"Zacatecas","100.00"
"Colima","100.00"
"Michoacán de Ocampo","90.00"
"Tlaxcala","87.50"
"Querétaro","85.00"
"Yucatán","82.14"
"Durango","80.55"
"Nuevo León","79.73"
"Oaxaca","77.77"
"Ciudad de México","74.55"
"Jalisco","68.99"
"Coahuila de Zaragoza","66.66"
"Tabasco","64.78"
"San Luis Potosí","62.26"
"Puebla","61.45"
"Aguascalientes","61.29"
"Guanajuato","58.92"
"México","58.00"
"Tamaulipas","56.66"
"Sinaloa","55.44"
"Veracruz de Ignacio de La Llave","52.68"
"Quintana Roo","45.45"
"Morelos","40.00"
"Hidalgo","39.39"
"Sonora","36.00"
"Guerrero","32.55"
"Chihuahua","27.11"
"Baja California Sur","25.00"
"Baja California","16.66"
"Chiapas","7.50"
"Campeche","6.66"
"Nayarit","0.00"
