"Estado","% Ocupación"
"Ciudad de México","74.96"
"Durango","70.04"
"Nuevo León","66.69"
"Zacatecas","66.37"
"Chihuahua","65.18"
"Aguascalientes","64.65"
"San Luis Potosí","63.35"
"Hidalgo","60.56"
"Coahuila de Zaragoza","52.56"
"Sonora","51.19"
"Tamaulipas","49.81"
"Sinaloa","49.10"
"Nayarit","48.90"
"Jalisco","48.43"
"Querétaro","45.33"
"Baja California","45.32"
"México","44.53"
"Morelos","43.56"
"Colima","41.96"
"Puebla","41.00"
"Guanajuato","40.92"
"Quintana Roo","40.41"
"Baja California Sur","39.20"
"Guerrero","36.14"
"Oaxaca","33.33"
"Veracruz de Ignacio de La Llave","33.27"
"Michoacán de Ocampo","29.62"
"Tabasco","27.19"
"Yucatán","19.01"
"Tlaxcala","18.42"
"Campeche","5.88"
"Chiapas","3.50"
